,actual,actual,actual,crowd,crowd,crowd,diff,diff,diff
,p,p|f=0,p|f=1,p,p|f=0,p|f=1,p,p|f=0,p|f=1
,,,,,,,,,
"electricity consumption per person_[26.757, 1320.325]",0.46126340880000005,0.6216814159,0.20930232559999998,0.4333333333333333,0.5944444444444444,0.3555555555555555,0.02793007546666676,0.027236971455555592,0.14625322995555554
"electricity consumption_(55576666666.667, 3890000000000]",0.2026221692,0.3228699552,0.8588235294,0.5047619047619046,0.2956521739130435,0.6304347826086956,0.30213973556190465,0.02721778128695651,0.2283887467913044
region_5,0.2646007151,0.5316045381000001,0.1531531532,0.256,0.5480000000000002,0.336,0.00860071509999999,0.016395461900000075,0.18284684680000002
