,3,5,7,9,11
3,0.752172619047619,0.8123511904761904,0.7777380952380952,0.8128571428571428,0.8318452380952381
8,0.6892261904761905,0.7697023809523809,0.8149107142857144,0.8191964285714286,0.8318452380952381
13,0.8125,0.8268154761904762,0.8428571428571429,0.8313095238095238,0.8318452380952381
18,0.7507440476190477,0.8082738095238096,0.8280654761904762,0.8294642857142858,0.8318452380952381
23,0.8158928571428572,0.8174404761904762,0.8278273809523808,0.8336309523809526,0.8318452380952381
28,0.8244047619047619,0.8341369047619047,0.8371428571428572,0.8327380952380953,0.8318452380952381
33,0.7821726190476189,0.8110714285714284,0.8372619047619048,0.8348809523809525,0.8318452380952381
38,0.8113988095238096,0.8429761904761903,0.8371428571428572,0.8327380952380953,0.8318452380952381
43,0.8151190476190475,0.8227380952380952,0.8371428571428572,0.8307738095238097,0.8318452380952381
48,0.825952380952381,0.8341369047619047,0.8371428571428572,0.8364583333333334,0.8318452380952381
53,0.8244642857142856,0.8238095238095239,0.8371428571428572,0.8336309523809526,0.8318452380952381
58,0.8063095238095238,0.8282440476190476,0.8371428571428572,0.8343154761904762,0.8318452380952381
63,0.817797619047619,0.819375,0.8371428571428572,0.8348809523809525,0.8318452380952381
68,0.8063095238095238,0.8430059523809523,0.8371428571428572,0.8380654761904763,0.8318452380952381
73,0.8063095238095238,0.8227380952380952,0.8371428571428572,0.8348809523809525,0.8318452380952381
78,0.8063095238095238,0.8316071428571428,0.8371428571428572,0.8334523809523811,0.8318452380952381
83,0.8063095238095238,0.8316071428571428,0.8371428571428572,0.8322023809523811,0.8318452380952381
88,0.8063095238095238,0.8404761904761905,0.8371428571428572,0.8348809523809525,0.8318452380952381
93,0.8173511904761905,0.8316071428571428,0.8371428571428572,0.8336309523809526,0.8318452380952381
98,0.8063095238095238,0.8227380952380952,0.8371428571428572,0.8320238095238097,0.8318452380952381
103,0.8063095238095238,0.8404761904761905,0.8371428571428572,0.8364583333333334,0.8318452380952381
108,0.8063095238095238,0.8316071428571428,0.8371428571428572,0.8343154761904762,0.8318452380952381
