,n p,n p|f=0,n p|f=1,n unique p,n unique p|f=0 ,n unique p|f=1 ,p,p|f=0,p|f=1,std p,std p|f=0,std p|f=1
"electricity consumption_[16.0455, 20.243]",,,19.0,,,13.0,,,0.368421052631579,,,0.20290290940071523
