,actual,actual,actual,actual,crowd,crowd,crowd,crowd,diff,diff,diff,diff
,p,p|f=0,p|f=1,IG,p,p|f=0,p|f=1,IG,p,p|f=0,p|f=1,IG
,,,,,,,,,,,,
"electricity consumption per person_(4244.0286, 48501.33]",0.33628318584070804,0.4666666666666667,0.8421052631578947,0.10174826644664436,0.5,0.3599999999999999,0.624,0.008101274738816056,0.16371681415929196,0.1066666666666668,0.2181052631578947,0.09364699170782831
"internet users_[14400, 1167666.667]",0.33628318584070804,0.7866666666666666,0.21052631578947367,0.2289239601431835,0.35555555555555546,0.6296296296296297,0.2481481481481481,0.05678232414707796,0.019272369714847415,0.15703703703703698,0.03762183235867442,0.17214163599610555
medals,0.5929203539823009,0.0,1.0,0.9749415664922376,0.37857142857142856,,,,0.21434892541087236,,,
