,3,5,7,9,11
3,0.5990777654287522,0.6326521405981748,0.6439044013734526,0.6632250221378873,0.6772112460468057
4,0.6087401983373995,0.6394222232764073,0.6576993024306497,0.6689286016987438,0.6817236658534384
5,0.6069039852715279,0.6354403311647241,0.6534015388090719,0.6708887778982561,0.6835850587331707
6,0.6128160951477364,0.6407063702900515,0.6577118898527153,0.67070813951387,0.6814701983373994
7,0.6126228341013825,0.6350710061443933,0.6580261954459203,0.6727223321586696,0.6827597469955725
8,0.6175434729375621,0.6491154495346525,0.6552438931056294,0.6679818175657358,0.6835107328092527
9,0.6129332194813408,0.6474710422878829,0.6615866011565916,0.6701563946869069,0.6818948933767053
10,0.622821437607301,0.6462213540254812,0.6619370253908015,0.6705494659799404,0.6848841302972801
11,0.6224395970000903,0.6454604079696395,0.6619680703894462,0.6718880789735248,0.6888527234119454
12,0.6342764100478901,0.6572330527694951,0.6580069418089817,0.6692015180265652,0.6858782764073369
13,0.6262814985994396,0.6565975363693864,0.6596955670009941,0.6714688922020419,0.6876449123520376
14,0.6282751902051141,0.6552193435438695,0.6590035032077346,0.6699056600704796,0.687717220113852
15,0.6302678151260503,0.6540649760549383,0.6580951576759736,0.6761408850637026,0.6892288131381585
