,3,5,7,9,11
3,0.5253941334598354,0.5774161177374175,0.6162380563838439,0.6589126660341555,0.6884946494081503
4,0.5519951233396584,0.5961104522454144,0.6240667222372821,0.6573769481340923,0.6884646480527696
5,0.5598758249751513,0.5996216897081412,0.626236785488389,0.6502160111141231,0.6821172680039758
6,0.5651190625282372,0.6019823755308574,0.6294361059907834,0.6515398319327731,0.6814148007590133
7,0.5683859013282732,0.6114774008313002,0.6338927125688986,0.6499207025390803,0.67651133640553
8,0.5750380116562754,0.6164073393873679,0.6413536193186953,0.6564692762266197,0.679325791994217
9,0.5753570574681486,0.6260977956989248,0.6504325205566098,0.6644418934670643,0.683756401915605
10,0.575335484774555,0.6206644808891297,0.6458526429926809,0.6609560246679318,0.6815071916508537
11,0.5893665415198337,0.6259875232673715,0.6586424970633415,0.6703622689075631,0.6826646349507546
12,0.586870041565013,0.6163416788650945,0.6499457585614892,0.6602299326827504,0.6795297316345892
13,0.5968762559862655,0.6307986897985001,0.6528409690973165,0.6683449801210807,0.6815053365862476
14,0.603989136622391,0.6333536559139784,0.6613937774464622,0.6768829131652662,0.6840731354477276
15,0.5908022467696756,0.6285303804102286,0.6479191004789012,0.6672097108520828,0.6808923877292853
16,0.5998899674708593,0.6315615885063703,0.6555794180898166,0.673652928978043,0.6881746200415649
17,0.607083245685371,0.6292877627179905,0.6526897546760638,0.6716112717990421,0.683325999367489
18,0.6154287358814493,0.6402012781241528,0.6580939793982108,0.6782063576398302,0.6859438031986989
19,0.6012781720430107,0.6305977292852625,0.660667843137255,0.6786143679407246,0.6908353998373543
20,0.603705469413572,0.6335180315351947,0.6580702462275234,0.6737513255624831,0.6892681354477272
21,0.614537865726936,0.6409344497153701,0.6623031738501852,0.67402117918135,0.6899181417728382
22,0.6191115663684829,0.6490883717357911,0.6685863151712299,0.6815900054215236,0.6891891962591487
23,0.6119091899340382,0.6485313942351134,0.6670699006054034,0.6781264141140326,0.6912190738230777
24,0.6175159916869976,0.6418577496159753,0.6618910639739768,0.677473854251378,0.6896991813499596
25,0.6214106659437969,0.6517038506370291,0.6704297610011746,0.6840697357007319,0.6898013951387008
26,0.6152190896358544,0.6410435113400199,0.6643107377789825,0.6785557228697929,0.6912356564561307
27,0.6206434042649318,0.6490873877292853,0.6734611204481792,0.6867833270082226,0.6934309130749073
28,0.6232260847564833,0.6561732086382941,0.6764778842504744,0.6865569815668205,0.6934163915243517
29,0.6254886035059186,0.6527694826963042,0.6696291452064699,0.6832603212252644,0.6901782086382942
30,0.6240958556971176,0.6477956880816843,0.6639360671365321,0.6826867868437698,0.6943141212614077
31,0.6270672323122798,0.6507140562031263,0.6672898052769495,0.6844523868256981,0.6930797632601429
32,0.621063530315352,0.6471771342730641,0.6677552317701277,0.682477357007319,0.6934821640914433
33,0.6355790390349688,0.6608279194903767,0.6775740173488751,0.6906590643354119,0.6943255832655644
34,0.6301351061715008,0.6614985732357459,0.6716929294298365,0.6837328164814312,0.6926767529592485
35,0.630181616065781,0.6506299841872233,0.6704976990150899,0.6809543842052951,0.6949852968284088
36,0.627162161832475,0.6611568049155145,0.6818954301075268,0.6891833645070932,0.6973239992771302
37,0.6376615749525617,0.6654705435077255,0.6834506225716092,0.6930484029095509,0.6950456081142135
38,0.6357612193909822,0.6611217511520738,0.6794746290774376,0.6921009550917141,0.6989564507093159
