,actual,actual,actual,actual,crowd,crowd,crowd,crowd,crowd,crowd,crowd,crowd,crowd,crowd,crowd,crowd,crowd,crowd,crowd,crowd,diff,diff,diff,diff,diff,diff,diff,diff,diff,diff,diff,diff,diff,diff,diff,diff
,mean,mean|f=0,mean|f=1,IG,geomean,geomean|f=0,geomean|f=1,majority_mean,majority_mean|f=0,majority_mean|f=1,mean,mean|f=0,mean|f=1,median,median|f=0,median|f=1,IG median,IG,IG geomean,IG majority_mean,IG,IG geomean,IG majority_mean,IG median,geomean,geomean|f=0,geomean|f=1,majority_mean,majority_mean|f=0,majority_mean|f=1,mean,mean|f=0,mean|f=1,median,median|f=0,median|f=1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"education expenditures_(4.133, 5.6]",0.6090584029,0.4176829268,0.44031311149999997,0.00035895029999999996,0.2973414786350778,0.3369492538370893,0.3860512634690056,0.2,0.3666666666666667,0.4333333333333333,0.3531250000000001,0.4124999999999999,0.45625,0.3,0.3,0.45,0.05621462879684125,0.013782266564031365,0.0402048318579612,0.040901482232074786,0.013423316264031364,0.0398458815579612,0.040542531932074785,0.05585567849684125,0.3117169242649222,0.08073367296291073,0.054261848030994375,0.4090584029,0.051016260133333324,0.0069797781666666725,0.25593340289999994,0.005182926800000098,0.015936888500000024,0.30905840290000003,0.11768292680000003,0.009686888500000046
"electricity consumption per person_(4244.0286, 48501.33]",0.24076281289999998,0.32496075350000003,0.7673267327,0.1072995869,0.4323698795275731,0.3314450651909321,0.6733637496273924,0.4,0.26666666666666666,0.7999999999999999,0.4774999999999999,0.4149999999999999,0.71,0.4,0.35,0.7,0.057993401537096874,0.07109660274832362,0.05980871868638205,0.2060359488619912,0.03620298415167637,0.04749086821361794,0.0987363619619912,0.04930618536290312,0.19160706662757312,0.006484311690932054,0.09396298307260753,0.15923718710000004,0.05829408683333337,0.032673267299999975,0.23673718709999994,0.09003924649999989,0.057326732699999994,0.15923718710000004,0.025039246499999945,0.0673267327
"electricity consumption per person_[26.757, 1320.325]",0.46126340880000005,0.6216814159,0.20930232559999998,0.1295142303,0.3652379197704691,0.6572921110907359,0.30386150422330405,0.4000000000000001,0.6999999999999998,0.3,0.4333333333333333,0.6944444444444444,0.3555555555555555,0.4,0.7,0.3,0.08965969522397588,0.08740826926141099,0.06181140612916436,0.11550073275094395,0.04210596103858902,0.06770282417083565,0.01401349754905605,0.03985453507602413,0.09602548902953095,0.0356106951907359,0.09455917862330407,0.061263408799999974,0.07831858409999981,0.09069767440000001,0.02793007546666676,0.07276302854444439,0.14625322995555554,0.06126340880000003,0.07831858409999992,0.09069767440000001
"electricity consumption_(55576666666.667, 3890000000000]",0.2026221692,0.3228699552,0.8588235294,0.1438019075,0.4408741936050189,0.2659044707125334,0.6185420177224691,0.4666666666666667,0.2,0.7999999999999999,0.4833333333333334,0.3138888888888889,0.6916666666666665,0.5,0.3,0.7,0.08965969522397588,0.1029332837062904,0.08407596917087523,0.27486353709427425,0.04086862379370959,0.05972593832912476,0.13106162959427425,0.054142212276024115,0.2382520244050189,0.05696548448746658,0.24028151167753087,0.2640444974666667,0.12286995519999999,0.05882352940000002,0.2807111641333334,0.008981066311111119,0.1671568627333334,0.2973778308,0.022869955200000014,0.1588235294
"electricity consumption_[90210000, 7952000000]",0.4600715137,0.6335540839,0.19430051809999999,0.1477781031,0.3374722007101676,0.6634834951311589,0.2882894046969524,0.30000000000000004,0.7666666666666666,0.3333333333333333,0.3756756756756757,0.6972972972972973,0.32432432432432434,0.4,0.7,0.3,0.08965969522397588,0.1037095488976737,0.07116356017883319,0.17265901852599885,0.044068554202326304,0.07661454292116682,0.02488091542599885,0.058118407876024125,0.1225993129898324,0.029929411231158887,0.09398888659695243,0.16007151369999995,0.1331125827666666,0.13903281523333333,0.08439583802432427,0.06374321339729727,0.13002380622432436,0.06007151369999997,0.06644591609999995,0.1056994819
"exports_(77193333333.333, 1580000000000]",0.1799761621,0.3401162791,0.8476821192,0.11714502439999999,0.35945677348330624,0.3166946613771205,0.6238518211737429,0.30000000000000004,0.3333333333333333,0.7666666666666666,0.4280701754385965,0.3684210526315789,0.6894736842105262,0.4,0.3,0.7,0.08965969522397588,0.07184487415157148,0.05371710357220727,0.11885146389808356,0.04530015024842851,0.06342792082779272,0.0017064394980835645,0.027485329176024115,0.17948061138330623,0.023421617722879484,0.2238302980262571,0.12002383790000004,0.006782945766666659,0.08101545253333342,0.2480940133385965,0.028304773531578953,0.1582084349894738,0.22002383790000002,0.040116279099999985,0.14768211920000007
"exports_[1163000, 10071333333.333]",0.5840286055,0.7507163323999999,0.2040816327,0.22305885050000002,0.4054290504810378,0.6378354451669761,0.2595160461530776,0.4,0.7333333333333334,0.2,0.4722222222222222,0.6722222222222223,0.2972222222222221,0.45,0.7,0.3,0.08965969522397588,0.10124521588101433,0.07762518509125382,0.2060359488619912,0.12181363461898569,0.1454336654087462,0.01702290163800882,0.13339915527602414,0.17859955501896224,0.11288088723302381,0.05543441345307762,0.1840286055,0.017382999066666516,0.004081632699999976,0.11180638327777781,0.07849411017777763,0.09314058952222212,0.1340286055,0.05071633239999995,0.0959183673
"inflation rate_(1.9, 4.2]",0.3122765197,0.4055459272,0.4885496183,0.0043333391,0.3614046011712965,0.4089060559836875,0.4904214755570036,0.3333333333333333,0.4000000000000001,0.6,0.4324324324324325,0.4837837837837837,0.5405405405405405,0.4,0.5,0.5,-0.02904940554533142,-5.093790534371756e-05,-0.010461166021431434,0.02584103752696776,0.0043842770053437174,0.014794505121431434,0.02150769842696776,0.03338274464533142,0.04912808147129655,0.0033601287836875215,0.0018718572570036174,0.021056813633333338,0.005545927199999912,0.11145038169999999,0.12015591273243253,0.07823785658378374,0.05199092224054047,0.08772348030000005,0.09445407280000001,0.011450381700000012
